timestamp,year,month,blockchain,contract_address,symbol,decimals,price
2025-03-10 07:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2070.8003
2025-03-10 07:00:00.000 UTC,2025,3,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0.57261753
2025-03-10 07:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.0006856
2025-03-10 07:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2196.2139
2025-03-10 07:00:00.000 UTC,2025,3,base,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,1.0832871
2025-03-10 07:00:00.000 UTC,2025,3,base,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1.0007321
2025-03-10 07:00:00.000 UTC,2025,3,base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS,18,1.0008454
2025-03-10 07:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,82421.125
2025-03-10 07:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2260.3477
2025-03-10 07:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2476.118
2025-03-10 06:00:00.000 UTC,2025,3,base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS,18,1.0013369
2025-03-10 06:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2188.973
2025-03-10 06:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2252.937
2025-03-10 06:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,82300.516
2025-03-10 06:00:00.000 UTC,2025,3,base,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,1.0848404
2025-03-10 06:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2146.1184
2025-03-10 06:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.0006144
2025-03-10 06:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2468.0142
2025-03-10 06:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2326.7783
2025-03-10 06:00:00.000 UTC,2025,3,base,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1.0008829
2025-03-10 06:00:00.000 UTC,2025,3,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0.570112
2025-03-10 06:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2064.0872
2025-03-10 05:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2196.812
2025-03-10 05:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2259.4019
2025-03-10 05:00:00.000 UTC,2025,3,base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS,18,1.001463
2025-03-10 05:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2069.8408
2025-03-10 05:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2145.0442
2025-03-10 05:00:00.000 UTC,2025,3,base,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,1.0845094
2025-03-10 05:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2332.709
2025-03-10 05:00:00.000 UTC,2025,3,base,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1.0008888
2025-03-10 05:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,82541.83
2025-03-10 05:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2474.9297
2025-03-10 05:00:00.000 UTC,2025,3,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0.5741549
2025-03-10 05:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.000679
2025-03-10 04:00:00.000 UTC,2025,3,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0.5750998
2025-03-10 04:00:00.000 UTC,2025,3,base,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,1.0841357
2025-03-10 04:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2315.6194
2025-03-10 04:00:00.000 UTC,2025,3,base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS,18,1.0008743
2025-03-10 04:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.0006598
2025-03-10 04:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2474.5225
2025-03-10 04:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2258.6396
2025-03-10 04:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2196.6812
2025-03-10 04:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2069.605
2025-03-10 04:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,82450.99
2025-03-10 04:00:00.000 UTC,2025,3,base,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1.0008591
2025-03-10 04:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2148.5562
2025-03-10 03:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2135.3645
2025-03-10 03:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,82166.38
2025-03-10 03:00:00.000 UTC,2025,3,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0.56905514
2025-03-10 03:00:00.000 UTC,2025,3,base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS,18,1.0011307
2025-03-10 03:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2458.1907
2025-03-10 03:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.0008188
2025-03-10 03:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2244.4316
2025-03-10 03:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2056.0452
2025-03-10 03:00:00.000 UTC,2025,3,base,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1.0008245
2025-03-10 03:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2315.6194
2025-03-10 03:00:00.000 UTC,2025,3,base,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,1.0848477
2025-03-10 03:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2177.6763
2025-03-10 02:00:00.000 UTC,2025,3,base,0x35e5db674d8e93a03d814fa0ada70731efe8a4b9,USR,18,1.0012848
2025-03-10 02:00:00.000 UTC,2025,3,base,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,wstETH,18,2458.1733
2025-03-10 02:00:00.000 UTC,2025,3,base,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,6,1.0009959
2025-03-10 02:00:00.000 UTC,2025,3,base,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,cbETH,18,2245.3218
2025-03-10 02:00:00.000 UTC,2025,3,base,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,6,1.0854639
2025-03-10 02:00:00.000 UTC,2025,3,base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,18,0.5699854
2025-03-10 02:00:00.000 UTC,2025,3,base,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,8,82353.7
2025-03-10 02:00:00.000 UTC,2025,3,base,0x820c137fa70c8691f0e44dc420a5e53c168921dc,USDS,18,1.0006788
2025-03-10 02:00:00.000 UTC,2025,3,base,0x4200000000000000000000000000000000000006,WETH,18,2055.9377
2025-03-10 02:00:00.000 UTC,2025,3,base,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,rETH,18,2317.6055
2025-03-10 02:00:00.000 UTC,2025,3,base,0x04c0599ae5a44757c0af6f9ec3b93da8976c150a,weETH.base,18,2183.6025
2025-03-10 02:00:00.000 UTC,2025,3,base,0x2416092f143378750bb29b79ed961ab195cceea5,ezETH,18,2139.7603
